xuhao	word	cx	cishu	cipin
    878	有效	a	191	    0.1556
    879	支	q	191	    0.1556
    880	父亲	n	191	    0.1556
    881	英雄	n	191	    0.1556
    882	宗教	n	191	    0.1556
    883	美	a	190	    0.1548
    884	指	v	190	    0.1548
    885	国内	n	190	    0.1548
    886	声	q	190	    0.1548
    887	传统	a	190	    0.1548
    888	外国	n	190	    0.1548
    889	直接	a	189	    0.1540
    890	不过	c	189	    0.1540
    891	改变	v	188	    0.1532
    892	贸易	n	187	    0.1524
    893	忘	v	187	    0.1524
    894	供	v	187	    0.1524
    895	越来越	d	187	    0.1524
    896	１１	m	187	    0.1524
    897	必须	v	187	    0.1524
    898	表现	v	186	    0.1516
    899	把	q	186	    0.1516
    900	弄	v	186	    0.1516
    901	公路	n	186	    0.1516
    902	余	m	186	    0.1516
    903	统一	v	185	    0.1508
    904	参与	v	185	    0.1508
    905	推	v	185	    0.1508
    906	旧	a	185	    0.1508
    907	倒	d	185	    0.1508
    908	教授	n	185	    0.1508
    909	局	n	185	    0.1508
    910	喊	v	184	    0.1499
    911	交流	v	184	    0.1499
    912	回去	v	184	    0.1499
    913	爹	n	184	    0.1499
    914	那样	r	183	    0.1491
    915	交	v	183	    0.1491
    916	治	v	183	    0.1491
    917	令	v	183	    0.1491
    918	比较	d	183	    0.1491
    919	工资	n	183	    0.1491
    920	随着	p	183	    0.1491
    921	懂	v	182	    0.1483
    922	１９９２	m	182	    0.1483
    923	教师	n	182	    0.1483
    924	分	q	181	    0.1475
    925	首先	d	181	    0.1475
    926	怎样	r	180	    0.1467
    927	听说	v	180	    0.1467
    928	报告	n	180	    0.1467
    929	巨大	a	180	    0.1467
    930	亩	q	180	    0.1467
    931	逐步	d	180	    0.1467
    932	念	v	179	    0.1459
    933	口	q	179	    0.1459
    934	引起	v	179	    0.1459
    935	海	n	179	    0.1459
    936	队伍	n	179	    0.1459
    937	成功	a	178	    0.1450
    938	初	n	178	    0.1450
    939	选择	v	178	    0.1450
    940	批准	v	178	    0.1450
    941	方针	n	178	    0.1450
    942	刚才	n	178	    0.1450
    943	求	v	177	    0.1442
    944	联系	v	177	    0.1442
    945	看见	v	177	    0.1442
    946	脚	n	177	    0.1442
    947	周	n	177	    0.1442
    948	腿	n	177	    0.1442
    949	除了	p	177	    0.1442
    950	安全	a	176	    0.1434
    951	酒	n	176	    0.1434
    952	传统	n	176	    0.1434
    953	方法	n	176	    0.1434
    954	早	d	176	    0.1434
    955	出口	v	175	    0.1426
    956	号	q	175	    0.1426
    957	摸	v	175	    0.1426
    958	之	r	175	    0.1426
    959	兵	n	175	    0.1426
    960	当前	n	175	    0.1426
    961	目的	n	175	    0.1426
    962	那么	c	175	    0.1426
    963	委员	n	175	    0.1426
    964	以上	m	175	    0.1426
    965	音像	n	175	    0.1426
    966	受到	v	174	    0.1418
    967	点	n	174	    0.1418
    968	结果	n	174	    0.1418
    969	王	n	173	    0.1410
    970	日	n	173	    0.1410
    971	台	n	173	    0.1410
    972	读	v	173	    0.1410
    973	玩	v	173	    0.1410
    974	手段	n	173	    0.1410
    975	改	v	172	    0.1402
    976	跟	v	172	    0.1402
    977	好	d	172	    0.1402
    978	结婚	v	172	    0.1402
    979	整个	a	172	    0.1402
    980	１００	m	172	    0.1402
    981	更加	d	171	    0.1393
    982	电	n	171	    0.1393
    983	肉	n	171	    0.1393
    984	急	a	170	    0.1385
    985	特别	d	170	    0.1385
    986	综合	a	170	    0.1385
    987	常	d	170	    0.1385
    988	几乎	d	170	    0.1385
    989	先后	d	170	    0.1385
    990	业务	n	170	    0.1385
    991	定	v	169	    0.1377
    992	访问	v	169	    0.1377
    993	既	d	169	    0.1377
    994	矛盾	n	169	    0.1377
    995	女儿	n	169	    0.1377
    996	现代化	n	169	    0.1377
    997	作品	n	169	    0.1377
    998	嗯	e	169	    0.1377
    999	保障	v	168	    0.1369
   1000	特殊	a	168	    0.1369
   1001	范围	n	168	    0.1369
   1002	今后	n	168	    0.1369
   1003	老太太	n	168	    0.1369
   1004	人生	n	168	    0.1369
   1005	运动	n	168	    0.1369
   1006	飞	v	167	    0.1361
   1007	深化	v	167	    0.1361
   1008	作出	v	167	    0.1361
   1009	望	v	167	    0.1361
   1010	结束	v	167	    0.1361
   1011	一定	a	167	    0.1361
   1012	及时	a	167	    0.1361
   1013	离开	v	167	    0.1361
   1014	优秀	a	167	    0.1361
   1015	主要	d	167	    0.1361
   1016	层	q	166	    0.1353
   1017	回答	v	166	    0.1353
   1018	追求	v	166	    0.1353
   1019	反映	v	165	    0.1345
   1020	黑	a	165	    0.1345
   1021	和平	n	165	    0.1345
   1022	永远	d	165	    0.1345
   1023	加	v	164	    0.1336
   1024	信	v	164	    0.1336
   1025	大力	d	164	    0.1336
   1026	困难	n	164	    0.1336
   1027	土地	n	164	    0.1336
   1028	修	v	163	    0.1328
   1029	那里	r	163	    0.1328
   1030	未来	n	163	    0.1328
   1031	局长	n	163	    0.1328
   1032	一起	d	163	    0.1328
   1033	改善	v	162	    0.1320
   1034	增强	v	162	    0.1320
   1035	改造	v	162	    0.1320
   1036	造成	v	162	    0.1320
   1037	突然	a	162	    0.1320
   1038	养	v	162	    0.1320
   1039	说话	v	162	    0.1320
   1040	有些	r	162	    0.1320
   1041	部分	n	162	    0.1320
   1042	尽管	c	162	    0.1320
   1043	以上	n	162	    0.1320
   1044	重新	d	162	    0.1320
   1045	总是	d	162	    0.1320
   1046	决策	v	161	    0.1312
   1047	５０	m	161	    0.1312
   1048	设计	v	160	    0.1304
   1049	广泛	a	160	    0.1304
   1050	道	v	160	    0.1304
   1051	伟大	a	160	    0.1304
   1052	集体	n	160	    0.1304
   1053	牌	n	160	    0.1304
   1054	世纪	q	160	    0.1304
   1055	怎么样	r	160	    0.1304
   1056	这么	d	160	    0.1304
   1057	专业	n	160	    0.1304
   1058	唱	v	159	    0.1296
   1059	法国	n	159	    0.1296
   1060	科研	n	159	    0.1296
   1061	集中	v	158	    0.1288
   1062	友好	a	158	    0.1288
   1063	必要	a	158	    0.1288
   1064	当地	n	158	    0.1288
   1065	欧洲	n	158	    0.1288
   1066	阶段	n	158	    0.1288
   1067	有人	r	158	    0.1288
   1068	职业	n	158	    0.1288
   1069	考虑	v	157	    0.1279
   1070	以为	v	157	    0.1279
   1071	比赛	n	157	    0.1279
   1072	处	n	157	    0.1279
   1073	道德	n	157	    0.1279
   1074	公安	n	157	    0.1279
   1075	身体	n	157	    0.1279
   1076	医疗	n	157	    0.1279
   1077	合理	a	156	    0.1271
   1078	金融	n	156	    0.1271
   1079	民主	n	156	    0.1271
   1080	人口	n	156	    0.1271
   1081	仍然	d	156	    0.1271
   1082	小时	q	156	    0.1271
   1083	丰富	a	155	    0.1263
   1084	咋	r	155	    0.1263
   1085	深刻	a	155	    0.1263
   1086	军队	n	155	    0.1263
   1087	男人	n	155	    0.1263
   1088	噢	e	155	    0.1263
   1089	装	v	154	    0.1255
   1090	条例	n	154	    0.1255
   1091	国民	n	154	    0.1255
   1092	居民	n	154	    0.1255
   1093	证明	v	153	    0.1247
   1094	台	q	153	    0.1247
   1095	热情	a	153	    0.1247
   1096	离	v	153	    0.1247
   1097	观念	n	153	    0.1247
   1098	鸟	n	153	    0.1247
   1099	组成	v	152	    0.1239
   1100	烟	n	152	    0.1239
   1101	媳妇	n	152	    0.1239
   1102	最近	n	152	    0.1239
   1103	作为	p	152	    0.1239
   1104	试点	v	151	    0.1230
   1105	传	v	151	    0.1230
   1106	犯罪	v	151	    0.1230
   1107	明天	n	151	    0.1230
   1108	既	c	151	    0.1230
   1109	刘墉	n	151	    0.1230
   1110	似的	u	151	    0.1230
   1111	图书	n	151	    0.1230
   1112	直	d	151	    0.1230
   1113	面前	n	150	    0.1222
   1114	洗	v	150	    0.1222
   1115	抬	v	150	    0.1222
   1116	点	v	150	    0.1222
   1117	生活	v	150	    0.1222
   1118	跳	v	150	    0.1222
   1119	梦	n	150	    0.1222
   1120	意思	n	150	    0.1222
   1121	河	n	150	    0.1222
   1122	么	y	150	    0.1222
   1123	落	v	149	    0.1214
   1124	探索	v	149	    0.1214
   1125	确定	v	149	    0.1214
   1126	活动	v	149	    0.1214
   1127	哎呀	e	149	    0.1214
   1128	产权	n	149	    0.1214
   1129	劳动力	n	149	    0.1214
   1130	要	c	149	    0.1214
   1131	推进	v	148	    0.1206
   1132	看到	v	148	    0.1206
   1133	花	n	148	    0.1206
   1134	唉	e	148	    0.1206
   1135	权	n	148	    0.1206
   1136	毕业	v	147	    0.1198
   1137	政协	n	147	    0.1198
   1138	愿	v	147	    0.1198
   1139	选题	n	147	    0.1198
   1140	销售	v	146	    0.1190
   1141	挂	v	146	    0.1190
   1142	流	v	146	    0.1190
   1143	本	q	146	    0.1190
   1144	部长	n	146	    0.1190
   1145	当年	n	146	    0.1190
   1146	电脑	n	146	    0.1190
   1147	来说	u	146	    0.1190
   1148	辆	q	146	    0.1190
   1149	奶奶	n	146	    0.1190
   1150	应用	v	145	    0.1182
   1151	正常	a	145	    0.1182
   1152	道路	n	145	    0.1182
   1153	父母	n	145	    0.1182
   1154	镇	n	145	    0.1182
   1155	派	v	144	    0.1173
   1156	称	v	144	    0.1173
   1157	有关	v	144	    0.1173
   1158	同	a	144	    0.1173
   1159	底	n	144	    0.1173
   1160	坏	a	144	    0.1173
   1161	所有	a	144	    0.1173
   1162	街	n	144	    0.1173
   1163	清楚	a	144	    0.1173
   1164	线	n	144	    0.1173
   1165	发行	v	143	    0.1165
   1166	减少	v	143	    0.1165
   1167	骂	v	143	    0.1165
   1168	以前	n	143	    0.1165
   1169	４０	m	143	    0.1165
   1170	其实	d	143	    0.1165
   1171	商业	n	143	    0.1165
   1172	特点	n	143	    0.1165
   1173	户	q	142	    0.1157
   1174	翻	v	142	    0.1157
   1175	给予	v	142	    0.1157
   1176	吹	v	142	    0.1157
   1177	各地	n	142	    0.1157
   1178	发达	a	142	    0.1157
   1179	程度	n	142	    0.1157
   1180	乡镇	n	142	    0.1157
   1181	分配	v	141	    0.1149
   1182	尊重	v	141	    0.1149
   1183	联合	v	141	    0.1149
   1184	分析	v	141	    0.1149
   1185	明确	a	141	    0.1149
   1186	名	n	141	    0.1149
   1187	狗	n	141	    0.1149
   1188	似乎	d	141	    0.1149
   1189	鱼	n	141	    0.1149
   1190	欢迎	v	140	    0.1141
   1191	画	v	140	    0.1141
   1192	丈夫	n	140	    0.1141
   1193	帮	v	139	    0.1133
   1194	闹	v	139	    0.1133
   1195	发表	v	139	    0.1133
   1196	乱	a	139	    0.1133
   1197	馆	n	139	    0.1133
   1198	故事	n	139	    0.1133
   1199	毛泽东	n	139	    0.1133
   1200	完全	d	138	    0.1125
   1201	期间	n	138	    0.1125
   1202	突破	v	138	    0.1125
   1203	抱	v	138	    0.1125
   1204	根本	a	138	    0.1125
   1205	值得	v	138	    0.1125
   1206	方	n	138	    0.1125
   1207	良好	a	138	    0.1125
   1208	决定	n	138	    0.1125
   1209	层次	n	138	    0.1125
   1210	工厂	n	138	    0.1125
   1211	公里	q	138	    0.1125
   1212	实在	d	138	    0.1125
   1213	冲	v	137	    0.1116
   1214	坚决	a	137	    0.1116
   1215	明白	v	137	    0.1116
   1216	烧	v	137	    0.1116
   1217	就是	v	137	    0.1116
   1218	数	m	137	    0.1116
   1219	文物	n	137	    0.1116
   1220	８０	m	137	    0.1116
   1221	方向	n	137	    0.1116
   1222	非	d	137	    0.1116
   1223	球	n	137	    0.1116
   1224	衣服	n	137	    0.1116
   1225	治安	n	137	    0.1116
   1226	拥有	v	136	    0.1108
   1227	采访	v	136	    0.1108
   1228	谈判	v	136	    0.1108
   1229	救	v	136	    0.1108
   1230	双	m	136	    0.1108
   1231	西	n	136	    0.1108
   1232	倍	m	136	    0.1108
   1233	队员	n	136	    0.1108
   1234	医生	n	136	    0.1108
   1235	只是	d	136	    0.1108
   1236	尽	v	135	    0.1100
   1237	明显	a	135	    0.1100
   1238	背	v	135	    0.1100
   1239	她们	r	135	    0.1100
   1240	好象	d	135	    0.1100
   1241	粮	n	135	    0.1100
   1242	真正	d	135	    0.1100
   1243	制品	n	135	    0.1100
   1244	同意	v	134	    0.1092
   1245	迅速	a	134	    0.1092
   1246	哪里	r	134	    0.1092
   1247	大局	n	134	    0.1092
   1248	军事	n	134	    0.1092
   1249	恢复	v	133	    0.1084
   1250	绿	a	133	    0.1084
   1251	是否	d	133	    0.1084
   1252	室	n	133	    0.1084
   1253	学科	n	133	    0.1084
   1254	正式	a	132	    0.1076
   1255	协议	n	132	    0.1076
   1256	体现	v	131	    0.1068
   1257	美	n	131	    0.1068
   1258	普遍	a	131	    0.1068
   1259	考	v	131	    0.1068
   1260	岸	n	131	    0.1068
   1261	战争	n	131	    0.1068
   1262	考察	v	130	    0.1059
   1263	人大	n	130	    0.1059
   1264	阿原	n	130	    0.1059
   1265	常常	d	130	    0.1059
   1266	分别	d	130	    0.1059
   1267	感情	n	130	    0.1059
   1268	卫生	n	130	    0.1059
   1269	贡献	v	129	    0.1051
   1270	苦	a	129	    0.1051
   1271	幸福	a	129	    0.1051
   1272	答	v	129	    0.1051
   1273	高速	a	129	    0.1051
   1274	儿童	n	129	    0.1051
   1275	刚刚	d	129	    0.1051
   1276	交通	n	129	    0.1051
   1277	路线	n	129	    0.1051
   1278	面积	n	129	    0.1051
   1279	一起	n	129	    0.1051
   1280	说明	v	128	    0.1043
   1281	突出	a	128	    0.1043
   1282	科学	a	128	    0.1043
   1283	女性	n	128	    0.1043
   1284	状况	n	128	    0.1043
   1285	拍	v	127	    0.1035
   1286	制造	v	127	    0.1035
   1287	通过	v	127	    0.1035
   1288	深入	a	127	    0.1035
   1289	完善	a	127	    0.1035
   1290	从事	v	127	    0.1035
   1291	对方	n	127	    0.1035
   1292	即	v	127	    0.1035
   1293	经常	d	127	    0.1035
   1294	哩	y	127	    0.1035
   1295	师傅	n	127	    0.1035
   1296	徐洪刚	n	127	    0.1035
   1297	收购	v	126	    0.1027
   1298	容易	a	126	    0.1027
   1299	借	v	126	    0.1027
   1300	东	n	126	    0.1027
   1301	集团	n	126	    0.1027
   1302	领导人	n	126	    0.1027
   1303	现实	n	126	    0.1027
   1304	相互	d	126	    0.1027
   1305	运动员	n	126	    0.1027
   1306	纸	n	126	    0.1027
   1307	吴	n	125	    0.1019
   1308	贫困	a	125	    0.1019
   1309	岛	n	125	    0.1019
   1310	党中央	n	125	    0.1019
   1311	基层	n	125	    0.1019
   1312	不能	v	125	    0.1019
   1313	观众	n	125	    0.1019
   1314	即	d	125	    0.1019
   1315	颗	q	125	    0.1019
   1316	连长	n	125	    0.1019
   1317	篇	q	125	    0.1019
   1318	因素	n	125	    0.1019
   1319	培训	v	124	    0.1010
   1320	试	v	124	    0.1010
   1321	厂长	n	124	    0.1010
   1322	股份	n	124	    0.1010
   1323	李鹏	n	124	    0.1010
   1324	虽	c	124	    0.1010
   1325	咧	y	124	    0.1010
   1326	奉献	v	123	    0.1002
   1327	记得	v	123	    0.1002
   1328	顺利	a	123	    0.1002
   1329	掌握	v	123	    0.1002
   1330	失去	v	123	    0.1002
   1331	像	v	123	    0.1002
   1332	国外	n	123	    0.1002
   1333	超过	v	123	    0.1002
   1334	法规	n	123	    0.1002
   1335	间	q	123	    0.1002
   1336	里	q	123	    0.1002
   1337	拿	p	123	    0.1002
   1338	所	n	123	    0.1002
   1339	规划	v	122	    0.0994
   1340	抽	v	122	    0.0994
   1341	英国	n	122	    0.0994
   1342	场	n	122	    0.0994
   1343	床	n	122	    0.0994
   1344	从而	c	122	    0.0994
   1345	电影	n	122	    0.0994
   1346	核心	n	122	    0.0994
   1347	同时	c	122	    0.0994
   1348	外交	n	122	    0.0994
   1349	职能	n	122	    0.0994
   1350	左右	m	122	    0.0994
   1351	运行	v	121	    0.0986
   1352	引进	v	121	    0.0986
   1353	面临	v	121	    0.0986
   1354	西方	n	121	    0.0986
   1355	躺	v	121	    0.0986
   1356	那些	r	121	    0.0986
   1357	票	n	121	    0.0986
   1358	一系列	a	121	    0.0986
   1359	哥哥	n	121	    0.0986
   1360	均	d	121	    0.0986
   1361	态度	n	121	    0.0986
   1362	文章	n	121	    0.0986
   1363	组	n	121	    0.0986
   1364	热	a	120	    0.0978
   1365	代表	v	120	    0.0978
   1366	希望	n	120	    0.0978
   1367	地震	n	120	    0.0978
   1368	物质	n	120	    0.0978
   1369	自然	n	120	    0.0978
   1370	足球	n	120	    0.0978
   1371	穷	a	119	    0.0970
   1372	亏损	v	119	    0.0970
   1373	伸	v	119	    0.0970
   1374	一会儿	n	119	    0.0970
   1375	办公室	n	119	    0.0970
   1376	基地	n	119	    0.0970
   1377	漂亮	a	119	    0.0970
   1378	河南	n	119	    0.0970
   1379	服装	n	119	    0.0970
   1380	确实	d	119	    0.0970
   1381	之中	n	119	    0.0970
   1382	治理	v	118	    0.0962
   1383	有限	a	118	    0.0962
   1384	主管	v	118	    0.0962
   1385	真正	a	118	    0.0962
   1386	需求	v	118	    0.0962
   1387	这里	n	118	    0.0962
   1388	文学	n	118	    0.0962
   1389	不管	c	118	    0.0962
   1390	哥	n	118	    0.0962
   1391	全部	d	118	    0.0962
   1392	群	q	118	    0.0962
   1393	样子	n	118	    0.0962
   1394	一边	d	118	    0.0962
   1395	成功	v	117	    0.0953
   1396	切实	a	117	    0.0953
   1397	属于	v	117	    0.0953
   1398	它们	r	117	    0.0953
   1399	北	n	117	    0.0953
   1400	学者	n	117	    0.0953
   1401	资料	n	117	    0.0953
   1402	反	v	116	    0.0945
   1403	搬	v	116	    0.0945
   1404	召开	v	116	    0.0945
   1405	奋斗	v	116	    0.0945
   1406	俄罗斯	n	116	    0.0945
   1407	小说	n	116	    0.0945
   1408	１９９１	m	116	    0.0945
